reason,name,primary_type,reviews,address,website
low-signal,"Antojitos “EL ELOTE” Fish Tacos & Street-corn.","mexican_restaurant",3,"6332 Park Ave. S, Tacoma, WA 98408, USA",
low-signal,"Bean and Meatly Co.","restaurant",,"616 N 3rd St #6, Tacoma, WA 98403, USA",
low-signal,"CHARRO AZTECA","family_restaurant",15,"1772 S 72nd St, Tacoma, WA 98408, USA",
low-signal,"Chester’s Chicken","chicken_restaurant",2,"2518 N Stevens St, Tacoma, WA 98406, USA","https://www.chesterschicken.com/"
low-signal,"Clay Pot","restaurant",19,"1900 E D St Suite D, Tacoma, WA 98421, USA","http://www.claypottacoma.com/"
low-signal,"Comal En Brasa","restaurant",,"6409 6th Ave, Tacoma, WA 98406, USA",
low-signal,"Compass Group","restaurant",,"Tacoma, WA 98402, USA",
low-signal,"Delta Psi","restaurant",2,"2901 N 21st St, Tacoma, WA 98406, USA",
low-signal,"Dragon Cafe","vietnamese_restaurant",24,"3715 S G St, Tacoma, WA 98418, USA",
low-signal,"Edward Jones","restaurant",,"Fircrest, WA 98466, USA",
low-signal,"El Paraíso de los Tamales LLC","mexican_restaurant",,"716 E 64th St, Tacoma, WA 98404, USA",
low-signal,"Euro Pizza & Sandwiches","pizza_restaurant",6,"1900 E D St Suite C, Tacoma, WA 98421, USA",
low-signal,"Every Sunday Food Fundraiser","american_restaurant",4,"2415 S 12th St, Tacoma, WA 98405, USA",
low-signal,"Greedy Vegan Catering","vegan_restaurant",2,"3812 S Wright Ave, Tacoma, WA 98409, USA",
low-signal,"Happy Asian Fast Food (Cambodian & Chinese Fast Food)","restaurant",18,"1901 S 72nd St, Tacoma, WA 98408, USA","https://www.instagram.com/happyasianfast/"
low-signal,"Hot Italian Pizza","pizza_restaurant",1,"1900 E D St Suite G, Tacoma, WA 98421, USA",
low-signal,"Hotmama Kitchen","restaurant",1,"Tacoma, WA 98404, USA","https://usmapir.org/details/hotmama-kitchen-ChIJz72"
low-signal,"I love pupusas Tacoma wa","restaurant",8,"701 E 72nd St, Tacoma, WA 98404, USA",
low-signal,"International Foods WA","restaurant",1,"4314 Portland Ave E, Tacoma, WA 98404, USA",
low-signal,"Krispy Krunchy Chicken","chicken_restaurant",4,"3630 S Cedar St, Tacoma, WA 98409, USA","https://www.krispykrunchy.com/?_gl=1*1hnl3b7*_gcl_au*MTEzMDIzMjQ4Ni4xNzYxNjc2MDg2*_ga*MTM4MDcwMDYxLjE3NjE2NzYwODg.*_ga_VMLLPETCW5*czE3NjE3NDgzNjgkbzIkZzEkdDE3NjE3NTI3MzYkajQ0JGwwJGgyOTk1Njc0ODI."
low-signal,"Krispy Krunchy Chicken","chicken_restaurant",4,"4211 Center St, Tacoma, WA 98409, USA","https://locations.krispykrunchy.com/wa/tacoma/4211-center-st"
low-signal,"Krispy Krunchy Chicken","chicken_restaurant",,"1750 S Prospect St, Tacoma, WA 98405, USA","https://www.krispykrunchy.com/?_gl=1*1hnl3b7*_gcl_au*MTEzMDIzMjQ4Ni4xNzYxNjc2MDg2*_ga*MTM4MDcwMDYxLjE3NjE2NzYwODg.*_ga_VMLLPETCW5*czE3NjE3NDgzNjgkbzIkZzEkdDE3NjE3NTI3MzYkajQ0JGwwJGgyOTk1Njc0ODI."
low-signal,"Kurt sandwichs","restaurant",,"#7040, Tacoma, WA 98408, USA",
low-signal,"La Parisienne sandwich LLC","restaurant",,"4624 16th St E, Fife, WA 98424, USA",
low-signal,"Ledoan Restaurant","american_restaurant",6,"8607 S Hosmer St, Tacoma, WA 98444, USA",
low-signal,"Little","japanese_restaurant",,"1901 S 72nd St, Tacoma, WA 98408, USA",
low-signal,"Marcellino Pizza","pizza_restaurant",6,"430 E 25th St #37, Tacoma, WA 98421, USA","https://www.facebook.com/profile.php?id=61590106725430"
low-signal,"Mexican Food","restaurant",10,"Tacoma, WA 98404, USA",
low-signal,"MexiTacos","mexican_restaurant",12,"2502 S Tacoma Way, Tacoma, WA 98409, USA",
low-signal,"Mr. Texas Smokehouse Barbecue","barbecue_restaurant",3,"5520 Pacific Ave, Tacoma, WA 98408, USA","https://mrtexasbbq.com/"
low-signal,"Mukbang Burger","restaurant",3,"1901 Mildred St W, Tacoma, WA 98466, USA","http://www.mukbangburger.com/"
low-signal,"Multicare Tacoma General Cafeteria","family_restaurant",8,"315 M.L.K. Jr Way, Tacoma, WA 98405, USA","https://www.multicare.org/find-a-location/tacoma-general-hospital/patients-visitors/dining/"
low-signal,"Munchie Magic","restaurant",4,"716 S 72nd St, Tacoma, WA 98408, USA","http://www.munchiemagic.com/"
low-signal,"Orient Express","chinese_restaurant",2,"73rd St E, Tacoma, WA 98404, USA",
low-signal,"Para Pedidos Salvadoran Delicious","restaurant",,"1314 72nd St E, Tacoma, WA 98404, USA",
low-signal,"Paradise Deli","american_restaurant",8,"5700 Pacific Hwy E, Fife, WA 98424, USA","https://emeraldqueen.com/paradise/"
