name,primary_type,address,website_url,reviews,rating,business_status,processed
"Slahal Steakhouse","fine_dining_restaurant","2920 E R St, Tacoma, WA 98404, USA","http://emeraldqueen.com/slahal",152,4.3,"OPERATIONAL",
"Corbeau","french_restaurant","3819 N 26th St, Tacoma, WA 98407, USA","https://corbeautacoma.com/",151,4.4,"OPERATIONAL",
"La Cà 38th","restaurant","1001 S 38th St, Tacoma, WA 98418, USA","https://laca38th.com/",150,4.7,"OPERATIONAL",
"Casa Moreno Restaurant","mexican_restaurant","3802 S Cedar St #5621, Tacoma, WA 98409, USA","https://cocinamexicanawa.com/",148,4.4,"OPERATIONAL",
"Cocina Mexicana Restaurant","mexican_restaurant","3802 S Cedar St #5621, Tacoma, WA 98409, USA","https://cocinamexicanarestaurantwa.com/",146,4.3,"OPERATIONAL",
"Fresh Rolls Fircrest","vietnamese_restaurant","4915 Center St C, Tacoma, WA 98409, USA","https://ilovefreshrolls.com/",143,4.4,"OPERATIONAL",
"Kona Hawaiian Barbecue","restaurant","2505 S 38th St Ste A108, Tacoma, WA 98409, USA","http://konabarbecue.com/",143,4.6,"OPERATIONAL",
"Park Avenue Tavern","bar","7215 Park Ave. S, Tacoma, WA 98408, USA","http://park-avenue-tavern.edan.io/",138,4.3,"OPERATIONAL",
"Hana Teriyaki","restaurant","4505 S 19th St, Tacoma, WA 98405, USA",,136,3.9,"OPERATIONAL",
"Dahlman Cellars - Winery Tasting Room","winery","113 N Tacoma Ave, Tacoma, WA 98403, USA","http://www.dahlmancellars.com/",122,4.9,"OPERATIONAL",
"The Sand Bar","bar","6622 East Side Dr NE, Tacoma, WA 98422, USA","http://bpdiner.com/",118,4.4,"OPERATIONAL",
"Adela's Authentic Mexican Restaurant","mexican_restaurant","430 E 25th St #17, Tacoma, WA 98421, USA","http://orderadelasauthenticmexicanrestaurant.mobile-webview4.com/",113,4.4,"OPERATIONAL",
"Holy Moly Bar","bar","3013 6th Ave C, Tacoma, WA 98406, USA","https://www.holymolybar.com/",112,4.8,"OPERATIONAL",
"Browne Family Vineyards Tasting Room","wine_bar","2508 N Proctor St Suite B, Tacoma, WA 98406, USA","https://www.brownefamilyvineyards.com/tacoma",109,4.6,"OPERATIONAL",
"Aceituno’s Mexican Food","mexican_restaurant","5916 N 26th St, Tacoma, WA 98407, USA","https://www.aceitunosmexicanfood.com/",103,3.9,"OPERATIONAL",
"Fondi Pizzeria Proctor","pizza_restaurant","2515 N Proctor St, Tacoma, WA 98406, USA","https://fondi.com/locations/fondi-pizzeria-proctor/",101,4.2,"OPERATIONAL",
"Tacoma Axe Throwing","bar","5419 S Tacoma Way, Tacoma, WA 98409, USA","https://www.tacaxe.com/",97,5.0,"OPERATIONAL",
"Puyalapabs Cafe","asian_restaurant","2920 E R St, Tacoma, WA 98404, USA","https://emeraldqueen.com/puyalapabs/",97,3.6,"OPERATIONAL",
"Seoul Bowl Tacoma Mall","korean_restaurant","4502 S Steele St, Tacoma, WA 98409, USA","http://seoulbowlco.com/",90,4.3,"OPERATIONAL",
"Muñeca Honduras Kitchen NO 2 LLC","restaurant","409 E 26th St, Tacoma, WA 98421, USA",,77,4.8,"OPERATIONAL",
"Terry's Office Tavern","pub","3410 N Proctor St, Tacoma, WA 98407, USA","https://www.terrystacoma.com/",76,4.0,"OPERATIONAL",
"The Buried Bottle","wine_bar","1130 Broadway Suite 204, Tacoma, WA 98402, USA","https://buriedbottlewine.com/",74,5.0,"OPERATIONAL",
"Gigo's Jamaican Grill","restaurant","4420 Portland Ave E, Tacoma, WA 98404, USA","https://www.facebook.com/GigosJamaicanGrill",72,3.8,"OPERATIONAL",
"Sapp Sapp Thai Noodle House","restaurant","110 N Tacoma Ave Suite B, Tacoma, WA 98403, USA","http://sappsapptacoma.com/",72,4.5,"OPERATIONAL",
"Riverbank Express","restaurant","E R St, Tacoma, WA 98404, USA","https://emeraldqueen.com/riverbank/",71,3.2,"OPERATIONAL",
"The Protein Spot","restaurant","6332 Pacific Ave, Tacoma, WA 98408, USA","https://instagram.com/thepr_oteinspot?igshid=Y2ZmNzg0YzQ=",66,4.3,"OPERATIONAL",
"Sbarro","pizza_restaurant","4502 S Steele St, Tacoma, WA 98409, USA","https://sbarro.com/",55,3.3,"OPERATIONAL",
"Juniper Botanical Bar","bar","5226 S Tacoma Way, Tacoma, WA 98409, USA","https://www.juniperbotanicalbar.com/",53,4.9,"OPERATIONAL",
"La Isabella","mexican_restaurant","1126 Commerce St, Tacoma, WA 98402, USA","https://www.laisabellamezcal.com/",50,4.5,"OPERATIONAL",
"Tausi Restaurant And Lounge","restaurant","5231 S Tacoma Way, Tacoma, WA 98409, USA","http://www.tausirestaurant.com/",48,4.4,"OPERATIONAL",
"Waterway Deli","restaurant","1634 E 29th St, Tacoma, WA 98404, USA","https://emeraldqueen.com/waterway/",48,3.1,"OPERATIONAL",
"L&L Hawaiian Barbecue","hawaiian_restaurant","5738 N 26th St Suite C-115, Tacoma, WA 98407, USA","https://www.hawaiianbarbecue.com/locations/tacoma-2/",47,4.6,"OPERATIONAL",
"Bordeaux Wine Bar Tacoma","wine_bar","2208 N 30th St Suite #101, Tacoma, WA 98403, USA","https://www.bordeauxwinebar.com/location/bordeaux-wine-bar-tacoma/",39,4.9,"OPERATIONAL",
"Valo Wine - Tacoma Tasting Room","winery","2602 N Proctor St Suite 103, Tacoma, WA 98407, USA","https://valo.wine/",39,4.7,"OPERATIONAL",
"Proof","bar","2312 N 30th St, Tacoma, WA 98403, USA","http://www.prooftacoma.com/",33,4.6,"OPERATIONAL",
"Side Pony Lounge","bar","2914 6th Ave STE A, Tacoma, WA 98406, USA","http://www.sideponytacoma.com/",31,4.5,"OPERATIONAL",
"We Be Smok'n bbq","restaurant","Inside Evergreen State Brewing Over 21+ Taproom, 1901 Dock St, Tacoma, WA 98402, USA","https://www.webesmokinbbq.com/",31,4.6,"OPERATIONAL",
"Hungry AF Express","restaurant","6332 Park Ave. S, Tacoma, WA 98408, USA","https://order.grubbrr.com/Home/Menu/Hungry-AF-Express",29,4.3,"OPERATIONAL",
"Stir Fry 88","asian_restaurant","4502 S Steele St, Tacoma, WA 98409, USA",,25,3.3,"OPERATIONAL",
"BAR960","cocktail_bar","1320 Broadway, Tacoma, WA 98402, USA","https://www.provenancehotels.com/hotel-murano-tacoma/dining/bar960?utm_source=google&utm_medium=gmb&utm_campaign=bar960",24,3.8,"OPERATIONAL",
"Cheers Bar & Grill","sports_bar","2317 Pacific Ave, Tacoma, WA 98402, USA","https://cheerstacoma.com/home",15,3.5,"OPERATIONAL",
"Tacoma Arts Live","association_or_organization","1001 S Yakima Ave, Tacoma, WA 98405, USA","https://www.tacomaartslive.org/",13,4.0,"OPERATIONAL",
"Bull Pen Lounge","sports_bar","2502 S Tyler St, Tacoma, WA 98405, USA",,12,4.1,"OPERATIONAL",
"Airport Bar & Grill","bar_and_grill","5406 S Tacoma Way, Tacoma, WA 98409, USA","https://airporttavern.com/",10,4.6,"OPERATIONAL",
"Evergreen State Brewing Taproom","bar","1933 Dock St, Tacoma, WA 98402, USA",,7,4.3,"OPERATIONAL",
"Uva Furem Winery Tasting Room Tacoma","wine_bar","2221 N 30th St, Tacoma, WA 98403, USA","http://www.uvafurem.com/",6,5.0,"OPERATIONAL",
"43rd Street Pub","bar","4302 Pacific Ave, Tacoma, WA 98418, USA",,6,3.5,"OPERATIONAL",
"Chappie's Lounge Post 1","lounge_bar","5717 S Tyler St, Tacoma, WA 98409, USA","https://www.amvetswa.org/post1chappies",3,3.7,"OPERATIONAL",
"Tavern","bar","783 E Morton St, Tacoma, WA 98404, USA",,1,5.0,"OPERATIONAL",
"Boran Royal Thai Cuisine",,"5108 Grand Loop, Ruston, WA 98407, USA",,,,,linked
"Indochine On Pearl",,"4612 N Pearl St, Tacoma, WA 98407, USA",,,,,linked
"Tower Lanes Entertainment Center",,"6323 6th Ave, Tacoma, WA 98406, USA",,,,,linked
"Loak Toung Thai",,"3807 Center St, Tacoma, WA 98409, USA",,,,,linked
